67,INDONESIA2,INDONESIA,ASIA,
68,JAPAN    0,JAPAN,ASIA,
69,INDONESIA9,INDONESIA,ASIA,
70,RUSSIA   0,RUSSIA,EUROPE,
71,GERMANY  5,GERMANY,EUROPE,
72,BRAZIL   3,BRAZIL,AMERICA,
73,ALGERIA  2,ALGERIA,AFRICA,
74,EGYPT    9,EGYPT,MIDDLE EAST,
75,CHINA    5,CHINA,ASIA,
76,ALGERIA  4,ALGERIA,AFRICA,
77,PERU     9,PERU,AMERICA,
78,INDONESIA0,INDONESIA,ASIA,
79,MOROCCO  7,MOROCCO,AFRICA,
80,ALGERIA  7,ALGERIA,AFRICA,
81,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,
82,CHINA    1,CHINA,ASIA,
83,RUSSIA   0,RUSSIA,EUROPE,
84,IRAQ     6,IRAQ,MIDDLE EAST,
85,ETHIOPIA 8,ETHIOPIA,AFRICA,
86,ALGERIA  6,ALGERIA,AFRICA,
87,UNITED KI7,UNITED KINGDOM,EUROPE,
88,MOZAMBIQU7,MOZAMBIQUE,AFRICA,
89,KENYA    9,KENYA,AFRICA,
90,MOZAMBIQU8,MOZAMBIQUE,AFRICA,
91,INDIA    2,INDIA,ASIA,
92,BRAZIL   3,BRAZIL,AMERICA,
93,GERMANY  3,GERMANY,EUROPE,
94,INDONESIA5,INDONESIA,ASIA,
95,MOROCCO  5,MOROCCO,AFRICA,
96,INDIA    8,INDIA,ASIA,
97,PERU     4,PERU,AMERICA,
98,JAPAN    8,JAPAN,ASIA,
99,MOROCCO  2,MOROCCO,AFRICA,
100,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,
101,BRAZIL   5,BRAZIL,AMERICA,
102,ROMANIA  4,ROMANIA,EUROPE,
103,INDONESIA2,INDONESIA,ASIA,
104,IRAN     1,IRAN,MIDDLE EAST,
105,IRAN     1,IRAN,MIDDLE EAST,
106,ARGENTINA5,ARGENTINA,AMERICA,
107,MOROCCO  8,MOROCCO,AFRICA,
108,ETHIOPIA 0,ETHIOPIA,AFRICA,
109,MOZAMBIQU5,MOZAMBIQUE,AFRICA,
110,IRAN     4,IRAN,MIDDLE EAST,
111,RUSSIA   9,RUSSIA,EUROPE,
112,ROMANIA  7,ROMANIA,EUROPE,
113,JAPAN    5,JAPAN,ASIA,
114,KENYA    8,KENYA,AFRICA,
115,INDIA    6,INDIA,ASIA,
116,MOZAMBIQU8,MOZAMBIQUE,AFRICA,
117,UNITED ST1,UNITED STATES,AMERICA,
118,CHINA    2,CHINA,ASIA,
119,GERMANY  7,GERMANY,EUROPE,
120,JAPAN    1,JAPAN,ASIA,
121,PERU     0,PERU,AMERICA,
122,CANADA   2,CANADA,AMERICA,
123,ETHIOPIA 0,ETHIOPIA,AFRICA,
124,CHINA    4,CHINA,ASIA,
125,ROMANIA  0,ROMANIA,EUROPE,
126,RUSSIA   7,RUSSIA,EUROPE,
127,VIETNAM  9,VIETNAM,ASIA,
128,EGYPT    2,EGYPT,MIDDLE EAST,
129,GERMANY  1,GERMANY,EUROPE,
130,INDONESIA3,INDONESIA,ASIA,
131,IRAQ     8,IRAQ,MIDDLE EAST,
132,EGYPT    6,EGYPT,MIDDLE EAST,
133,PERU     1,PERU,AMERICA,
134,IRAQ     6,IRAQ,MIDDLE EAST,
135,ROMANIA  3,ROMANIA,EUROPE,
136,GERMANY  3,GERMANY,EUROPE,
137,MOZAMBIQU4,MOZAMBIQUE,AFRICA,
138,ETHIOPIA 1,ETHIOPIA,AFRICA,
139,INDONESIA5,INDONESIA,ASIA,
140,EGYPT    8,EGYPT,MIDDLE EAST,
141,ARGENTINA5,ARGENTINA,AMERICA,
142,INDONESIA9,INDONESIA,ASIA,
143,MOZAMBIQU5,MOZAMBIQUE,AFRICA,
144,ARGENTINA1,ARGENTINA,AMERICA,
145,JORDAN   9,JORDAN,MIDDLE EAST,
146,CANADA   4,CANADA,AMERICA,
147,CHINA    1,CHINA,ASIA,
148,IRAQ     5,IRAQ,MIDDLE EAST,
149,ROMANIA  2,ROMANIA,EUROPE,
150,CHINA    4,CHINA,ASIA,
151,ROMANIA  4,ROMANIA,EUROPE,
152,INDIA    9,INDIA,ASIA,
153,FRANCE   1,FRANCE,EUROPE,
154,ROMANIA  1,ROMANIA,EUROPE,
155,ALGERIA  3,ALGERIA,AFRICA,
156,INDONESIA6,INDONESIA,ASIA,
157,MOROCCO  1,MOROCCO,AFRICA,
158,IRAN     6,IRAN,MIDDLE EAST,
159,IRAN     6,IRAN,MIDDLE EAST,
160,JORDAN   8,JORDAN,MIDDLE EAST,
161,GERMANY  2,GERMANY,EUROPE,
162,INDIA    4,INDIA,ASIA,
163,VIETNAM  3,VIETNAM,ASIA,
164,EGYPT    2,EGYPT,MIDDLE EAST,
165,ALGERIA  0,ALGERIA,AFRICA,
166,IRAN     9,IRAN,MIDDLE EAST,
167,ETHIOPIA 4,ETHIOPIA,AFRICA,
168,JAPAN    1,JAPAN,ASIA,
169,CHINA    9,CHINA,ASIA,
170,MOROCCO  4,MOROCCO,AFRICA,
171,GERMANY  1,GERMANY,EUROPE,
172,RUSSIA   8,RUSSIA,EUROPE,
173,INDONESIA0,INDONESIA,ASIA,
174,UNITED KI1,UNITED KINGDOM,EUROPE,
175,IRAN     0,IRAN,MIDDLE EAST,
176,JORDAN   3,JORDAN,MIDDLE EAST,
177,ARGENTINA2,ARGENTINA,AMERICA,
178,VIETNAM  1,VIETNAM,ASIA,
179,EGYPT    7,EGYPT,MIDDLE EAST,
180,JORDAN   4,JORDAN,MIDDLE EAST,
181,INDONESIA3,INDONESIA,ASIA,
182,CANADA   4,CANADA,AMERICA,
183,RUSSIA   8,RUSSIA,EUROPE,
184,VIETNAM  9,VIETNAM,ASIA,
185,ETHIOPIA 6,ETHIOPIA,AFRICA,
186,CANADA   2,CANADA,AMERICA,
187,EGYPT    6,EGYPT,MIDDLE EAST,
188,ETHIOPIA 9,ETHIOPIA,AFRICA,
189,RUSSIA   2,RUSSIA,EUROPE,
190,IRAQ     8,IRAQ,MIDDLE EAST,
191,MOZAMBIQU4,MOZAMBIQUE,AFRICA,
192,IRAN     5,IRAN,MIDDLE EAST,
193,UNITED KI6,UNITED KINGDOM,EUROPE,
194,MOZAMBIQU8,MOZAMBIQUE,AFRICA,
195,RUSSIA   7,RUSSIA,EUROPE,
196,CHINA    4,CHINA,ASIA,
197,ARGENTINA9,ARGENTINA,AMERICA,
198,ARGENTINA6,ARGENTINA,AMERICA,
199,EGYPT    4,EGYPT,MIDDLE EAST,
200,MOZAMBIQU8,MOZAMBIQUE,AFRICA,
201,BRAZIL   6,BRAZIL,AMERICA,
202,GERMANY  7,GERMANY,EUROPE,
203,ARGENTINA9,ARGENTINA,AMERICA,
204,FRANCE   9,FRANCE,EUROPE,
205,JAPAN    8,JAPAN,ASIA,
206,INDONESIA2,INDONESIA,ASIA,
207,VIETNAM  5,VIETNAM,ASIA,
208,ROMANIA  5,ROMANIA,EUROPE,
209,MOZAMBIQU1,MOZAMBIQUE,AFRICA,
210,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,
211,JORDAN   5,JORDAN,MIDDLE EAST,
212,GERMANY  8,GERMANY,EUROPE,
213,UNITED ST4,UNITED STATES,AMERICA,
214,INDIA    7,INDIA,ASIA,
215,INDONESIA8,INDONESIA,ASIA,
216,VIETNAM  7,VIETNAM,ASIA,
217,UNITED KI8,UNITED KINGDOM,EUROPE,
218,EGYPT    7,EGYPT,MIDDLE EAST,
219,IRAQ     7,IRAQ,MIDDLE EAST,
220,MOZAMBIQU0,MOZAMBIQUE,AFRICA,
221,MOZAMBIQU8,MOZAMBIQUE,AFRICA,
222,ARGENTINA5,ARGENTINA,AMERICA,
223,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,
224,MOROCCO  0,MOROCCO,AFRICA,
225,JORDAN   7,JORDAN,MIDDLE EAST,
226,CANADA   4,CANADA,AMERICA,
227,JORDAN   6,JORDAN,MIDDLE EAST,
228,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,
229,ARGENTINA1,ARGENTINA,AMERICA,
230,VIETNAM  9,VIETNAM,ASIA,
231,IRAN     8,IRAN,MIDDLE EAST,
232,RUSSIA   8,RUSSIA,EUROPE,
233,CANADA   5,CANADA,AMERICA,
234,CHINA    1,CHINA,ASIA,
235,CANADA   4,CANADA,AMERICA,
236,KENYA    9,KENYA,AFRICA,
237,ROMANIA  2,ROMANIA,EUROPE,
238,MOZAMBIQU4,MOZAMBIQUE,AFRICA,
239,INDONESIA3,INDONESIA,ASIA,
240,INDONESIA5,INDONESIA,ASIA,
241,INDONESIA8,INDONESIA,ASIA,
242,CANADA   4,CANADA,AMERICA,
243,GERMANY  4,GERMANY,EUROPE,
244,MOROCCO  8,MOROCCO,AFRICA,
245,JAPAN    3,JAPAN,ASIA,
246,MOROCCO  2,MOROCCO,AFRICA,
247,SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,
248,IRAN     1,IRAN,MIDDLE EAST,
249,CANADA   6,CANADA,AMERICA,
250,MOZAMBIQU6,MOZAMBIQUE,AFRICA,
251,JORDAN   0,JORDAN,MIDDLE EAST,
252,MOZAMBIQU0,MOZAMBIQUE,AFRICA,
253,MOROCCO  7,MOROCCO,AFRICA,
254,ARGENTINA7,ARGENTINA,AMERICA,
255,CANADA   3,CANADA,AMERICA,
256,IRAN     4,IRAN,MIDDLE EAST,
257,GERMANY  6,GERMANY,EUROPE,
258,JAPAN    6,JAPAN,ASIA,
259,ETHIOPIA 2,ETHIOPIA,AFRICA,
260,ARGENTINA8,ARGENTINA,AMERICA,
261,JAPAN    7,JAPAN,ASIA,
262,EGYPT    8,EGYPT,MIDDLE EAST,
263,ARGENTINA0,ARGENTINA,AMERICA,
264,IRAQ     0,IRAQ,MIDDLE EAST,
265,PERU     7,PERU,AMERICA,
266,ALGERIA  6,ALGERIA,AFRICA,
267,MOROCCO  2,MOROCCO,AFRICA,
268,CANADA   2,CANADA,AMERICA,
269,KENYA    0,KENYA,AFRICA,
270,GERMANY  3,GERMANY,EUROPE,
271,FRANCE   9,FRANCE,EUROPE,
272,BRAZIL   9,BRAZIL,AMERICA,
273,BRAZIL   3,BRAZIL,AMERICA,
274,ROMANIA  2,ROMANIA,EUROPE,
275,RUSSIA   6,RUSSIA,EUROPE,
276,MOZAMBIQU2,MOZAMBIQUE,AFRICA,
277,UNITED KI7,UNITED KINGDOM,EUROPE,
278,SAUDI ARA7,SAUDI ARABIA,MIDDLE EAST,
279,INDONESIA4,INDONESIA,ASIA,
280,IRAQ     2,IRAQ,MIDDLE EAST,
281,FRANCE   1,FRANCE,EUROPE,
282,CHINA    0,CHINA,ASIA,
283,GERMANY  1,GERMANY,EUROPE,
284,FRANCE   9,FRANCE,EUROPE,
285,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,
286,RUSSIA   8,RUSSIA,EUROPE,
287,EGYPT    1,EGYPT,MIDDLE EAST,
288,BRAZIL   3,BRAZIL,AMERICA,
289,IRAN     6,IRAN,MIDDLE EAST,
290,EGYPT    1,EGYPT,MIDDLE EAST,
291,INDIA    8,INDIA,ASIA,
292,IRAQ     1,IRAQ,MIDDLE EAST,
293,BRAZIL   9,BRAZIL,AMERICA,
294,CHINA    2,CHINA,ASIA,
295,ALGERIA  2,ALGERIA,AFRICA,
296,MOROCCO  1,MOROCCO,AFRICA,
297,MOROCCO  2,MOROCCO,AFRICA,
298,VIETNAM  6,VIETNAM,ASIA,
299,EGYPT    6,EGYPT,MIDDLE EAST,
300,GERMANY  7,GERMANY,EUROPE,
301,GERMANY  6,GERMANY,EUROPE,
302,EGYPT    7,EGYPT,MIDDLE EAST,
303,CANADA   6,CANADA,AMERICA,
304,ALGERIA  6,ALGERIA,AFRICA,
305,IRAQ     0,IRAQ,MIDDLE EAST,
306,IRAN     5,IRAN,MIDDLE EAST,
307,JORDAN   2,JORDAN,MIDDLE EAST,
308,INDONESIA3,INDONESIA,ASIA,
309,VIETNAM  6,VIETNAM,ASIA,
310,ARGENTINA1,ARGENTINA,AMERICA,
311,UNITED KI7,UNITED KINGDOM,EUROPE,
312,FRANCE   5,FRANCE,EUROPE,
313,ALGERIA  5,ALGERIA,AFRICA,
314,JORDAN   5,JORDAN,MIDDLE EAST,
315,GERMANY  3,GERMANY,EUROPE,
316,INDIA    7,INDIA,ASIA,
317,ROMANIA  1,ROMANIA,EUROPE,
318,ALGERIA  1,ALGERIA,AFRICA,
319,FRANCE   4,FRANCE,EUROPE,
320,JAPAN    8,JAPAN,ASIA,
321,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,
322,SAUDI ARA5,SAUDI ARABIA,MIDDLE EAST,
323,CHINA    7,CHINA,ASIA,
324,BRAZIL   3,BRAZIL,AMERICA,
325,MOROCCO  1,MOROCCO,AFRICA,
326,BRAZIL   5,BRAZIL,AMERICA,
327,INDIA    3,INDIA,ASIA,
328,ETHIOPIA 5,ETHIOPIA,AFRICA,
329,IRAQ     5,IRAQ,MIDDLE EAST,
330,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,
331,ETHIOPIA 2,ETHIOPIA,AFRICA,
332,RUSSIA   3,RUSSIA,EUROPE,
333,IRAQ     3,IRAQ,MIDDLE EAST,
334,EGYPT    4,EGYPT,MIDDLE EAST,
335,VIETNAM  4,VIETNAM,ASIA,
336,BRAZIL   3,BRAZIL,AMERICA,
337,ALGERIA  2,ALGERIA,AFRICA,
338,UNITED KI0,UNITED KINGDOM,EUROPE,
339,UNITED ST3,UNITED STATES,AMERICA,
340,BRAZIL   2,BRAZIL,AMERICA,
341,INDONESIA6,INDONESIA,ASIA,
342,CHINA    6,CHINA,ASIA,
343,CANADA   5,CANADA,AMERICA,
344,BRAZIL   7,BRAZIL,AMERICA,
345,INDONESIA7,INDONESIA,ASIA,
346,BRAZIL   9,BRAZIL,AMERICA,
347,ARGENTINA4,ARGENTINA,AMERICA,
348,JORDAN   9,JORDAN,MIDDLE EAST,
349,UNITED KI3,UNITED KINGDOM,EUROPE,
350,MOROCCO  4,MOROCCO,AFRICA,
351,GERMANY  5,GERMANY,EUROPE,
352,INDONESIA6,INDONESIA,ASIA,
353,IRAN     4,IRAN,MIDDLE EAST,
354,BRAZIL   6,BRAZIL,AMERICA,
355,KENYA    9,KENYA,AFRICA,
356,IRAN     1,IRAN,MIDDLE EAST,
357,CHINA    6,CHINA,ASIA,
358,ETHIOPIA 3,ETHIOPIA,AFRICA,
359,KENYA    5,KENYA,AFRICA,
360,PERU     5,PERU,AMERICA,
361,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,
362,PERU     0,PERU,AMERICA,
363,PERU     2,PERU,AMERICA,
364,UNITED KI6,UNITED KINGDOM,EUROPE,
365,UNITED ST5,UNITED STATES,AMERICA,
366,CANADA   9,CANADA,AMERICA,
367,JORDAN   2,JORDAN,MIDDLE EAST,
368,RUSSIA   9,RUSSIA,EUROPE,
369,INDIA    2,INDIA,ASIA,
370,JAPAN    8,JAPAN,ASIA,
371,RUSSIA   6,RUSSIA,EUROPE,
372,ROMANIA  4,ROMANIA,EUROPE,
373,SAUDI ARA8,SAUDI ARABIA,MIDDLE EAST,
374,RUSSIA   0,RUSSIA,EUROPE,
375,MOROCCO  1,MOROCCO,AFRICA,
376,MOZAMBIQU7,MOZAMBIQUE,AFRICA,
377,UNITED KI7,UNITED KINGDOM,EUROPE,
378,RUSSIA   4,RUSSIA,EUROPE,
379,GERMANY  5,GERMANY,EUROPE,
380,VIETNAM  7,VIETNAM,ASIA,
381,ETHIOPIA 9,ETHIOPIA,AFRICA,
382,INDIA    6,INDIA,ASIA,
383,BRAZIL   2,BRAZIL,AMERICA,
384,INDONESIA7,INDONESIA,ASIA,
385,CANADA   1,CANADA,AMERICA,
386,UNITED ST0,UNITED STATES,AMERICA,
387,CHINA    4,CHINA,ASIA,
388,GERMANY  0,GERMANY,EUROPE,
389,INDONESIA1,INDONESIA,ASIA,
390,EGYPT    9,EGYPT,MIDDLE EAST,
391,IRAQ     7,IRAQ,MIDDLE EAST,
392,PERU     7,PERU,AMERICA,
393,SAUDI ARA4,SAUDI ARABIA,MIDDLE EAST,
394,UNITED KI0,UNITED KINGDOM,EUROPE,
395,MOROCCO  5,MOROCCO,AFRICA,
396,RUSSIA   5,RUSSIA,EUROPE,
397,GERMANY  0,GERMANY,EUROPE,
398,MOROCCO  5,MOROCCO,AFRICA,
399,INDIA    3,INDIA,ASIA,
400,KENYA    2,KENYA,AFRICA,
401,ROMANIA  3,ROMANIA,EUROPE,
402,FRANCE   6,FRANCE,EUROPE,
403,KENYA    6,KENYA,AFRICA,
404,RUSSIA   7,RUSSIA,EUROPE,
405,IRAN     5,IRAN,MIDDLE EAST,
406,INDONESIA2,INDONESIA,ASIA,
407,ARGENTINA8,ARGENTINA,AMERICA,
408,IRAN     3,IRAN,MIDDLE EAST,
409,IRAQ     6,IRAQ,MIDDLE EAST,
410,GERMANY  3,GERMANY,EUROPE,
411,CHINA    0,CHINA,ASIA,
412,RUSSIA   1,RUSSIA,EUROPE,
413,FRANCE   5,FRANCE,EUROPE,
414,ROMANIA  7,ROMANIA,EUROPE,
415,UNITED KI2,UNITED KINGDOM,EUROPE,
416,JAPAN    0,JAPAN,ASIA,
417,IRAQ     0,IRAQ,MIDDLE EAST,
418,ETHIOPIA 1,ETHIOPIA,AFRICA,
419,MOZAMBIQU7,MOZAMBIQUE,AFRICA,
420,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,
421,JORDAN   0,JORDAN,MIDDLE EAST,
422,INDONESIA4,INDONESIA,ASIA,
423,JORDAN   4,JORDAN,MIDDLE EAST,
424,ROMANIA  5,ROMANIA,EUROPE,
425,MOZAMBIQU4,MOZAMBIQUE,AFRICA,
426,ROMANIA  1,ROMANIA,EUROPE,
427,BRAZIL   2,BRAZIL,AMERICA,
428,VIETNAM  8,VIETNAM,ASIA,
429,MOROCCO  6,MOROCCO,AFRICA,
430,CANADA   5,CANADA,AMERICA,
431,FRANCE   6,FRANCE,EUROPE,
432,UNITED KI3,UNITED KINGDOM,EUROPE,
433,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,
434,CANADA   9,CANADA,AMERICA,
435,BRAZIL   5,BRAZIL,AMERICA,
436,ROMANIA  0,ROMANIA,EUROPE,
437,EGYPT    8,EGYPT,MIDDLE EAST,
438,UNITED KI0,UNITED KINGDOM,EUROPE,
439,KENYA    3,KENYA,AFRICA,
440,CANADA   4,CANADA,AMERICA,
441,UNITED KI5,UNITED KINGDOM,EUROPE,
442,ARGENTINA7,ARGENTINA,AMERICA,
443,CANADA   6,CANADA,AMERICA,
444,ARGENTINA5,ARGENTINA,AMERICA,
445,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,
446,UNITED ST1,UNITED STATES,AMERICA,
447,CANADA   9,CANADA,AMERICA,
448,UNITED ST1,UNITED STATES,AMERICA,
449,EGYPT    3,EGYPT,MIDDLE EAST,
450,INDONESIA6,INDONESIA,ASIA,
451,SAUDI ARA6,SAUDI ARABIA,MIDDLE EAST,
452,FRANCE   1,FRANCE,EUROPE,
453,INDIA    5,INDIA,ASIA,
454,GERMANY  9,GERMANY,EUROPE,
455,FRANCE   3,FRANCE,EUROPE,
456,ALGERIA  8,ALGERIA,AFRICA,
457,SAUDI ARA9,SAUDI ARABIA,MIDDLE EAST,
458,EGYPT    2,EGYPT,MIDDLE EAST,
459,FRANCE   2,FRANCE,EUROPE,
460,IRAQ     4,IRAQ,MIDDLE EAST,
461,VIETNAM  8,VIETNAM,ASIA,
462,VIETNAM  8,VIETNAM,ASIA,
463,INDIA    2,INDIA,ASIA,
464,INDONESIA7,INDONESIA,ASIA,
465,BRAZIL   6,BRAZIL,AMERICA,
466,JAPAN    4,JAPAN,ASIA,
467,IRAQ     2,IRAQ,MIDDLE EAST,
468,IRAN     6,IRAN,MIDDLE EAST,
469,JAPAN    1,JAPAN,ASIA,
470,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,
471,EGYPT    1,EGYPT,MIDDLE EAST,
472,JAPAN    5,JAPAN,ASIA,
473,INDONESIA0,INDONESIA,ASIA,
474,VIETNAM  1,VIETNAM,ASIA,
475,KENYA    5,KENYA,AFRICA,
476,BRAZIL   4,BRAZIL,AMERICA,
477,UNITED KI0,UNITED KINGDOM,EUROPE,
478,ARGENTINA6,ARGENTINA,AMERICA,
479,CHINA    3,CHINA,ASIA,
480,GERMANY  8,GERMANY,EUROPE,
481,VIETNAM  1,VIETNAM,ASIA,
482,JORDAN   9,JORDAN,MIDDLE EAST,
483,IRAQ     0,IRAQ,MIDDLE EAST,
484,SAUDI ARA0,SAUDI ARABIA,MIDDLE EAST,
485,ROMANIA  4,ROMANIA,EUROPE,
486,VIETNAM  7,VIETNAM,ASIA,
487,BRAZIL   9,BRAZIL,AMERICA,
488,CANADA   2,CANADA,AMERICA,
489,EGYPT    3,EGYPT,MIDDLE EAST,
490,RUSSIA   7,RUSSIA,EUROPE,
491,ALGERIA  4,ALGERIA,AFRICA,
492,INDIA    7,INDIA,ASIA,
493,MOZAMBIQU6,MOZAMBIQUE,AFRICA,
494,IRAN     6,IRAN,MIDDLE EAST,
495,GERMANY  7,GERMANY,EUROPE,
496,JAPAN    0,JAPAN,ASIA,
497,UNITED KI2,UNITED KINGDOM,EUROPE,
498,ROMANIA  2,ROMANIA,EUROPE,
499,KENYA    5,KENYA,AFRICA,
500,EGYPT    6,EGYPT,MIDDLE EAST,
501,JORDAN   6,JORDAN,MIDDLE EAST,
502,IRAQ     3,IRAQ,MIDDLE EAST,
503,SAUDI ARA2,SAUDI ARABIA,MIDDLE EAST,
504,IRAN     2,IRAN,MIDDLE EAST,
505,BRAZIL   6,BRAZIL,AMERICA,
506,JORDAN   1,JORDAN,MIDDLE EAST,
507,KENYA    7,KENYA,AFRICA,
508,CHINA    1,CHINA,ASIA,
509,EGYPT    0,EGYPT,MIDDLE EAST,
510,ETHIOPIA 6,ETHIOPIA,AFRICA,
511,JORDAN   1,JORDAN,MIDDLE EAST,
512,BRAZIL   9,BRAZIL,AMERICA,
513,ARGENTINA4,ARGENTINA,AMERICA,
514,UNITED KI6,UNITED KINGDOM,EUROPE,
515,MOROCCO  9,MOROCCO,AFRICA,
516,FRANCE   0,FRANCE,EUROPE,
517,IRAN     5,IRAN,MIDDLE EAST,
518,PERU     7,PERU,AMERICA,
519,ETHIOPIA 4,ETHIOPIA,AFRICA,
520,CANADA   0,CANADA,AMERICA,
521,BRAZIL   4,BRAZIL,AMERICA,
522,JAPAN    5,JAPAN,ASIA,
523,IRAN     7,IRAN,MIDDLE EAST,
524,INDONESIA0,INDONESIA,ASIA,
525,ROMANIA  4,ROMANIA,EUROPE,
526,ARGENTINA9,ARGENTINA,AMERICA,
527,JORDAN   4,JORDAN,MIDDLE EAST,
528,MOROCCO  3,MOROCCO,AFRICA,
529,MOROCCO  4,MOROCCO,AFRICA,
530,JORDAN   7,JORDAN,MIDDLE EAST,
531,ROMANIA  2,ROMANIA,EUROPE,
532,MOROCCO  1,MOROCCO,AFRICA,
533,MOROCCO  3,MOROCCO,AFRICA,
534,ARGENTINA9,ARGENTINA,AMERICA,
535,BRAZIL   9,BRAZIL,AMERICA,
536,JAPAN    2,JAPAN,ASIA,
537,IRAN     0,IRAN,MIDDLE EAST,
538,ROMANIA  1,ROMANIA,EUROPE,
539,FRANCE   5,FRANCE,EUROPE,
540,MOZAMBIQU1,MOZAMBIQUE,AFRICA,
541,ALGERIA  5,ALGERIA,AFRICA,
542,MOZAMBIQU1,MOZAMBIQUE,AFRICA,
543,PERU     8,PERU,AMERICA,
544,ETHIOPIA 3,ETHIOPIA,AFRICA,
545,IRAN     4,IRAN,MIDDLE EAST,
546,ROMANIA  3,ROMANIA,EUROPE,
547,RUSSIA   7,RUSSIA,EUROPE,
548,EGYPT    5,EGYPT,MIDDLE EAST,
549,UNITED ST8,UNITED STATES,AMERICA,
550,PERU     7,PERU,AMERICA,
551,MOROCCO  8,MOROCCO,AFRICA,
552,BRAZIL   6,BRAZIL,AMERICA,
553,EGYPT    3,EGYPT,MIDDLE EAST,
554,BRAZIL   9,BRAZIL,AMERICA,
555,MOROCCO  6,MOROCCO,AFRICA,
556,ARGENTINA3,ARGENTINA,AMERICA,
557,MOROCCO  5,MOROCCO,AFRICA,
558,PERU     4,PERU,AMERICA,
559,GERMANY  4,GERMANY,EUROPE,
560,ROMANIA  2,ROMANIA,EUROPE,
561,CHINA    0,CHINA,ASIA,
